explainer,category,metric,corruption,severity,q_clean_mean,q_shifted_mean,delta_q_signed_mean,delta_q_signed_sd,delta_q_abs_mean,delta_q_abs_sd,delta_e_mean,delta_e_sd,n_seeds,slice
IG,complexity,sparseness,fog,5,0.6035112058992702,0.6280994545381474,0.024588248638877253,0.0011767342929255254,0.024588248638877253,0.0011767342929255254,0.6741124033927918,0.0033266682351705914,5,both_corr
IG,complexity,sparseness,gaussian_noise,1,0.6035112058992702,0.5968383515782335,-0.006672854321036636,0.001636176312070888,0.006672854321036636,0.001636176312070888,0.5026425361633301,0.00628498107799309,5,both_corr
IG,complexity,sparseness,gaussian_noise,2,0.6035112058992702,0.5920554779614958,-0.01145572793777434,0.0014530218820531739,0.01145572793777434,0.0014530218820531739,0.5777224540710449,0.004612445330177367,5,both_corr
IG,complexity,sparseness,gaussian_noise,3,0.6035112058992702,0.585209209711052,-0.018301996188218216,0.0017561150309234753,0.018301996188218216,0.0017561150309234753,0.6240343391895294,0.006361302181927298,5,both_corr
IG,complexity,sparseness,gaussian_noise,5,0.6035112058992702,0.5778148422284006,-0.025696363670869516,0.0026180193261446344,0.025696363670869516,0.0026180193261446344,0.663345468044281,0.005195144967667187,5,both_corr
IG,faithfulness,corr,brightness,1,0.0359724322343827,0.0357430448646861,-0.00022938736969660005,0.0056398916152802635,0.003908505240592679,0.003574721544281943,0.15998739004135132,0.00172528249630652,5,both_corr
IG,faithfulness,corr,brightness,2,0.0359724322343827,0.034786715030176364,-0.0011857172042063408,0.0046642666474688895,0.00312582292636778,0.003361447420438294,0.32395931482315066,0.0026889535944893423,5,both_corr
IG,faithfulness,corr,brightness,3,0.0359724322343827,0.03184909392084652,-0.004123338313536182,0.006725649858458329,0.006553350322040979,0.00357823476370424,0.4640782833099365,0.004003011758068796,5,both_corr
IG,faithfulness,corr,brightness,5,0.0359724322343827,0.02612798305785246,-0.009844449176530242,0.00848145566501508,0.0106302936281108,0.007198794094111091,0.7201931297779083,0.002434534782352413,5,both_corr
IG,faithfulness,corr,fog,1,0.0359724322343827,0.0420013353197775,0.0060289030853948,0.007571622035113666,0.0078699722634804,0.0050342299782622155,0.1559840679168701,0.0029284325231166246,5,both_corr
IG,faithfulness,corr,fog,2,0.0359724322343827,0.04743931370703848,0.011466881472655777,0.006124225530883526,0.011466881472655777,0.006124225530883526,0.3167647957801819,0.005841354497392563,5,both_corr
IG,faithfulness,corr,fog,3,0.0359724322343827,0.05025310529875106,0.01428067306436836,0.0046116135986805085,0.01428067306436836,0.0046116135986805085,0.4321539282798767,0.007067935277472944,5,both_corr
IG,faithfulness,corr,fog,5,0.0359724322343827,0.07073088485291848,0.03475845261853579,0.011937726810015517,0.03475845261853579,0.011937726810015517,0.6741124033927918,0.0033266682351705914,5,both_corr
IG,faithfulness,corr,gaussian_noise,1,0.0359724322343827,0.06257645474240195,0.026604022508019236,0.003627139542464685,0.026604022508019236,0.003627139542464685,0.5026425361633301,0.00628498107799309,5,both_corr
IG,faithfulness,corr,gaussian_noise,2,0.0359724322343827,0.0805774254994286,0.0446049932650459,0.013433761176819875,0.0446049932650459,0.013433761176819875,0.5777224540710449,0.004612445330177367,5,both_corr
IG,faithfulness,corr,gaussian_noise,3,0.0359724322343827,0.07751208406209023,0.04153965182770752,0.009660819147494101,0.04153965182770752,0.009660819147494101,0.6240343391895294,0.006361302181927298,5,both_corr
IG,faithfulness,corr,gaussian_noise,5,0.0359724322343827,0.06944956697010735,0.03347713473572465,0.011352256419194648,0.03347713473572465,0.011352256419194648,0.663345468044281,0.005195144967667187,5,both_corr
